id,user_description,user_location,text,id_str,created,retweet_count,city,date,text_eng,neg,neu,pos,compound,sentiment
28645,"Uit de tijd van het #Vrije_Volk en de #waarheid niet #Links of #Rechts maar #Recht door #Zee,® #Hollander, #Gepensioneerd #Experience_expert, Motto Carpe Diem.","rotterdam, holland",mus (4) uit utrecht zoekt een corona-proof speelmaatje,1381562467017490436,2021-04-12 10:58:54,0,Rotterdam,2021-04-12,sparrow (4) from utrecht is looking for a corona-proof playmate,0.0,1.0,0.0,0.0,neutral
28647,"🔸(Travel) Journalist 🔸Responsible/Sustainable Tourism 🔸Luxury Destinations & Hotels 🔸 PR, Comms, Spokesperson 🔸 @DSA_NL🔸@DuskFoundation 🔸 @yourambassa3e",amsterdam,- vaccin werkt maar tijdelijk is de samenvatting,1381562440941514752,2021-04-12 10:58:48,2,Amsterdam,2021-04-12,- vaccine works but temporarily is the summary,0.0,1.0,0.0,0.0,neutral
28649,journalist foreign desk @rtlnieuws / 🚴‍♂️🥾⛵️,"utrecht, netherlands",britten kunnen wél versoepelen: 'sneeuw trotseren voor eerste pint',1381562320321716236,2021-04-12 10:58:20,0,Utrecht,2021-04-12,Britons can relax: 'brave snow for first pint',0.0,0.488,0.512,0.743,positive
28667,"Consultant psychiatry. My Ahmadi Muslim faith teaches to love and protect my country. Ventilation, testing, border controls can eradicate Covid within 4 months",amsterdam,deze bbc reportage kan ouders en docenten motiveren om zelf een co2 meter aan te schaffen voor hun klas. gewoon doen! ventileer om onder 700 ppm te blijven. evacuatie is bij goede monitoring in mijn ervaring nooit nodig. meer:,1381561781550731265,2021-04-12 10:56:11,8,Amsterdam,2021-04-12,"this bbc report can motivate parents and teachers to purchase a co2 meter for their class. just do it! ventilate to stay below 700 ppm. In my experience, evacuation is never necessary with proper monitoring. more:",0.0,0.922,0.078,0.4389,positive
28670,Adjunct-directeur Pharos (expertisecentrum gezondheidsverschillen) | ex-ambtenaar/ex-politiek/ex-polder | persoonlijke titel enzo | no endorsements |,"utrecht, in the heartland","volgens corona-dashboard beginnen we pas over 2 weken mondjesmaat met prikken van janssen-vaccin. dat zou zonde zijn, of wellicht is dashboard nog niet bijgewerkt.",1381561733962203143,2021-04-12 10:56:00,1,Utrecht,2021-04-12,"according to the corona dashboard, we will only start gradually in 2 weeks with injections of Janssen vaccine. that would be a shame, or perhaps the dashboard has not been updated yet.",0.097,0.903,0.0,-0.4767,negative
28691,"Freelance journalist • Story • schrijver 'FRANK EN VRIJ', de biografie over het leven van Frank Masmeijer • De Showbizz Podcast • Insta: nickdijkman8","amsterdam, nederland","beste wendy, de door jouw genoemde voorbeelden waren/zijn niet dusdanig besmettelijk en gevaarlijk voor ogenschijnlijk gezonde mensen (om over kwetsbare mensen maar te zwijgen). corona is dat wel, ook al zijn de absolute aantallen op een bevolking van 17 milj te overzien.",1381561006351073288,2021-04-12 10:53:06,0,Amsterdam,2021-04-12,"Dear Wendy, the examples you mentioned were / are not so contagious and dangerous to apparently healthy people (not to mention vulnerable people). corona is, even though the absolute numbers for a population of 17 million are manageable.",0.119,0.702,0.178,0.3823,positive
28715,Voetballiefhebber- Ajax - Soms objectief - Soms rood/witte bril,amsterdam arena,"het stoort mij nog meer dat er zoveel mensen zeggen: hij had toch gelijk wat betreft covid? luister, als ik vandaag 3 mensen voorrang geef op een zebrapad, maar die week ervoor er 8 heb doodgereden maakt me dat ook geen betrouwbaar chauffeur toch?",1381560441063759873,2021-04-12 10:50:51,0,Amsterdam,2021-04-12,"it bothers me even more that so many people say he was right about covid, wasn't he? Listen, if I give 3 people right of way on a pedestrian crossing today, but killed 8 people the week before, that doesn't make me a reliable driver, right?",0.17,0.83,0.0,-0.8406,negative
28718,"Anonymous but I tell you what you find important for your reaction: I’m white, almost old and very privileged.",rotterdam,"hoe een pandemie bestreden moet worden is alleen geen 1 + 1 vraag want daar is maar 1 juist antwoord, met covid is het niet zo dat iedereen die tegen de maatregelen is direct een 5g wappie is, of het nu in nl is of waar dan ook er zijn ook vak specialisten die het er niet",1381560356842172417,2021-04-12 10:50:31,0,Rotterdam,2021-04-12,"how a pandemic should be fought is not a 1 + 1 question because there is only 1 correct answer, with covid it is not the case that everyone who is against the measures is immediately a 5g wappie, whether in nl or wherever there are also specialists who are not there",0.05,0.95,0.0,-0.3182,negative
28727,"Woordvoerder @Consumentenbond, vroeger @Politie_Rdam. Tweets op persoonlijke titel. Instagram: gerardspierenburg 📷","den haag, nederland","de voerde nacontroles uit bij zo'n 60 bedrijven die na de corona-uitbraak de consumentenregels overtraden. bedrijven die de regels blijven overtreden, krijgen een vervolgtraject (dwangsommen en boetes, neem ik aan). ik weet nog wel een sportschool... later meer.",1381560109797670918,2021-04-12 10:49:32,0,Den Haag,2021-04-12,"it carried out follow-up checks at some 60 companies that violated consumer rules after the corona outbreak. companies that continue to break the rules will be given follow-up (penalties and fines, I assume). I do remember a gym ... more later.",0.084,0.916,0.0,-0.5267,negative
28732,Vilans is de landelijke kennisorganisatie voor langdurende zorg. Vilans ondersteunt professionals en ontwikkelt praktische kennis die de zorg verbetert.,utrecht,keert het leven van kwetsbare #ouderen of van mensen met een #beperking weer terug naar dat oude normaal nu er steeds meer kwetsbare mensen #gevaccineerd zijn? over die vraag sprak vilans-bestuursvoorzitter mirella minkman in ’. 📻 👇,1381559946769223687,2021-04-12 10:48:54,1,Utrecht,2021-04-12,"Does the life of vulnerable # elders or people with a # disability return to that old normal now that more and more vulnerable people are # vaccinated? Vilans CEO Mirella Minkman spoke about this question in "". 📻 👇",0.106,0.894,0.0,-0.4215,negative
28735,"Schrijft over kunst, cultuur en foto's.",amsterdam,"nieuwe input voor het projectje van erik kessels (en ja, een horrorverhaal, dat #femicide )",1381559858651074564,2021-04-12 10:48:33,0,Amsterdam,2021-04-12,"new input for erik kessels' project (and yes, a horror story, that #femicide)",0.226,0.61,0.165,-0.25,negative
28739,"Cosmopolitan and Globetrotter. 
Allergisch voor onrecht en mensen met een linkse afwijking. 
Bewonderaar van Prof. Rudolph Cleveringa (1894-1980).",ver weg van de hel amsterdam,met pfizer gevaccineerd? dan heeft u waarschijnlijk geen immuniteit tegen de zuid-afrikaanse variant.,1381559780158869509,2021-04-12 10:48:14,0,Amsterdam,2021-04-12,vaccinated with Pfizer? then you probably have no immunity against the South African variant.,0.145,0.855,0.0,-0.296,negative
28754,Minister van VWS en vicepremier | CDA,"rotterdam, nederland",elke dag monitoren en het rioolwater op virusdeeltjes. zo zien ze precies waar corona de kop opsteekt en of er nieuwe varianten opduiken. uniek in de wereld en een belangrijke aanvulling op het testen bij de ggd. waardevol in deze pandemie en in de toekomst.,1381559379355447296,2021-04-12 10:46:38,46,Rotterdam,2021-04-12,monitor every day and the sewage water for virus particles. this way they can see exactly where corona is emerging and whether new variants emerge. unique in the world and an important addition to testing at the ggd. valuable in this pandemic and in the future.,0.0,0.9,0.1,0.5994,positive
28775,Vragen over het coronavirus? Bezoek https://t.co/gVCBlgtNmp of bel 0800-1351 | Officieel account ministerie van Infrastructuur en Waterstaat,"den haag, nederland","dag sebastiaan, we onderzoeken hoe reizen op een veilige manier kan zodra dit weer mogelijk is. meer info over deze proefreis kun je vinden op",1381558684665446400,2021-04-12 10:43:53,0,Den Haag,2021-04-12,"Bye Sebastian, we are investigating how to travel safely as soon as this is possible again. more information about this trial trip can be found at",0.0,0.887,0.113,0.4939,positive
28777,"Vader van 2 ⚣. Trainer/coach/jeugdvoorzitter @vvOSM75. Oprichter @FCUFans, @FCUtrecht fan en @Max33Verstappen volger. Twittert op èn voor eigen rekening.",maarssen - utrecht,ophef blabla. wat zegt nu verkeerd? hij zegt voor dat mensen zelf moeten nadenken. eindelijk een speler met karakter. zou iets voor nederlands elftal zijn... 😉,1381558655422717952,2021-04-12 10:43:46,1,Utrecht,2021-04-12,fuss blah blah. what is now saying wrong? he says that people should think for themselves. finally a player with character. would be something for the Dutch national team ... 😉,0.185,0.815,0.0,-0.5994,negative
28778,Privacyweb is een kennisportaal en discussieplatform over de omgang met persoonsgegevens en de invloed die de digitale transformatie hierop heeft.,"amsterdam, nederland",antwoord op kamervragen over de corona opt-in en de wijze waarop mensen hun medische gegevens kunnen beschermen #medischegegevens #coronavirus #gezondheid #privacy #avg,1381558535306240001,2021-04-12 10:43:17,1,Amsterdam,2021-04-12,answer to parliamentary questions about the corona opt-in and the way in which people can protect their medical data #medical data #coronavirus #health #privacy #avg,0.0,0.902,0.098,0.3818,positive
28789,Gek op glasje wijn. 𝕱𝖊𝖞𝖊𝖓𝖔𝖔𝖗𝖉 𝕽𝖔𝖙𝖙𝖊𝖗𝖉𝖆𝖒.,"rotterdam, nederland",kritisch zijn of ontkennen hoe erg het is #corona wat mij betreft gaat weghorst een grens over.,1381558332515831808,2021-04-12 10:42:29,0,Rotterdam,2021-04-12,"being critical or denying how bad it is #corona as far as I am concerned, weghorst crosses a border.",0.369,0.631,0.0,-0.802,negative
28806,"Bureau Door, 💙@martijn_heijnen 👨‍👧‍👦👩‍👦, Rotterdam. Rest van profiel alleen zichtbaar als je complete naam en echte foto stuurt 🦄❄🌈","rotterdam, south holland","""in het afgelopen jaar heb je plasma gedoneerd voor de maak van een mogelijk geneesmiddel tegen het coronavirus (covid-19)."" &lt; but, i didn't??",1381557703110242304,2021-04-12 10:39:59,0,Rotterdam,2021-04-12,"""In the past year you donated plasma to make a possible cure for the coronavirus (covid-19)."" & lt; but, i didn't ??",0.0,1.0,0.0,0.0,neutral
28819,"Welcome to the official Twitter feed of Amsterdam Airport Schiphol! We’re here to inform, inspire and help you.","amsterdam, the netherlands","hi, eli! we zagen je bericht voorbijkomen. wij kunnen helaas geen informatie bieden over de corona-restricties; de autoriteit op dit gebied is het nederlandse ministerie van buitenlandse zaken. zij zijn op twitter bereikbaar via 1/2 ^jim",1381557437577183235,2021-04-12 10:38:55,0,Amsterdam,2021-04-12,"hi, eli! we saw your message passing by. unfortunately we cannot provide information about the corona restrictions; the authority in this area is the dutch ministry of foreign affairs. they can be reached on twitter via 1/2 ^ jim",0.059,0.867,0.074,-0.2481,negative
28834,Skydiving || R | ggplot2 ||  Molecular Life Science || Podcast @signaalwaarde || In elke tweet staat wel een tikfout 🙃 🤷‍♂️,"amsterdam, the netherlands",dit zijn de getallen waarmee het rivm rekende. (,1381556926882930689,2021-04-12 10:36:54,1,Amsterdam,2021-04-12,these are the numbers that the rivm used to calculate. (,0.0,1.0,0.0,0.0,neutral
28849,Ik twitter op persoonlijke titel. Hardloper-Waterproof-Researcher Data Analist o.a. Airbnb and other platforms-Public Tableau-Microsoft BI,"amsterdam, nederland","ik geloof er niets van dat dat de oorzaak is van corona, ik denk zo maar eens dat die verhoging er ook zonder corona was gekomen. je moet je niet in de maling laten nemen door het slechtste college ooit.",1381556410727682049,2021-04-12 10:34:51,0,Amsterdam,2021-04-12,"I don't believe that that is the cause of corona, I just think that the increase would have happened without corona. you shouldn't be fooled by the worst college ever.",0.122,0.744,0.134,-0.1571,negative
28857,"Kritisch over domheid, hypocrisie, hebzucht, en nog veel meer. Lijden en armoede hoeven niet bij ons te bestaan als we ons dierlijke verleden achter ons laten!","den haag, nederland","beste soap aller tijden: corona, 24 uur per dag, 7 dagen per week, al een jaar onbetwist op nummers uno, op alle zenders, mis het niet!!!!",1381556263402795008,2021-04-12 10:34:15,0,Den Haag,2021-04-12,"best soap of all time: corona, 24 hours a day, 7 days a week, undisputed for a year on numbers uno, on all channels, don't miss it !!!!",0.0,0.764,0.236,0.779,positive
28867,"Nieuws uit de provincie Utrecht.
Tip ons via WhatsApp: 06 - 16 14 12 18 of via onze tiplijn: (030) 8500 500.
Voor sportnieuws volg @RTVUtrechtSport.",utrecht,mus (4) uit utrecht zoekt een corona-proof speelmaatje #utrecht,1381555987518271488,2021-04-12 10:33:10,3,Utrecht,2021-04-12,sparrow (4) from utrecht is looking for a corona-proof playmate #utrecht,0.0,1.0,0.0,0.0,neutral
28880,"Amsterdammer in Rotterdam. Blogger en twitteraar. Tegen de onzin, net als Syp.

#OpinieZ #voetbalvader #volvo940 #JA21",rotterdam,"open brief van arts en dierenarts in le monde: cijfers van positief getesten zeggen niets en zijn niet geschikt als basis voor het coronabeleid, als je niet ook de 'viral load' meet en dus de besmettelijkheid. klinkt verstandig.",1381555647494418432,2021-04-12 10:31:49,18,Rotterdam,2021-04-12,"open letter from doctor and veterinarian in le monde: figures from positive tests say nothing and are not suitable as a basis for the corona policy, if you do not also measure the 'viral load' and thus the infectivity. sounds sensible.",0.0,0.915,0.085,0.5574,positive
28902,"I'm kind of a big deal on a fairly irrelevant 
social media site that falsely inflates my ego.",rotterdam e.o.,als de cijfers m.b.t. covid en non-covid kloppen dan nog zit men binnen de gebruikelijke capaciteit. daar gaat het om. men kan in nederland opschalen naar 2.000 ic bedden.,1381555227774611463,2021-04-12 10:30:09,0,Rotterdam,2021-04-12,"if the figures for covid and non-covid are correct, then they are still within the usual capacity. that's what it's about. one can scale up to 2,000 ic beds in the netherlands.",0.0,1.0,0.0,0.0,neutral
28903,*Verpleegkundige & patiënt*,"amsterdam, nederland",in een andere reactie stuurde ik deze al. niks 700 incl non covid.,1381555227095134211,2021-04-12 10:30:08,0,Amsterdam,2021-04-12,in another response I sent this already. nothing 700 incl non covid.,0.0,1.0,0.0,0.0,neutral
28915,Ik twitter op persoonlijke titel. Hardloper-Waterproof-Researcher Data Analist o.a. Airbnb and other platforms-Public Tableau-Microsoft BI,"amsterdam, nederland","lijkt mij wel prima, alle toeristen horeca weg. en de gemeente was al failliet voor de corona, met dank aan d66 150 miljoen verlies op aeb.",1381555059243241474,2021-04-12 10:29:28,0,Amsterdam,2021-04-12,"seems fine to me, all tourist restaurants gone. and the municipality was already bankrupt for the corona, thanks to d66 150 million loss on aeb.",0.187,0.665,0.149,-0.296,negative
28923,42 | utrecht | leftist | (fake) cyclist | science | facts | gamer | wappie blocker | father of two cats | live from the covid-hell of netherbrazil,"utrecht, netherlands",dit gebouw is het nederlandse corona-beleid in gebouwvorm.,1381554972119154691,2021-04-12 10:29:08,0,Utrecht,2021-04-12,this building is the dutch corona policy in building form.,0.0,1.0,0.0,0.0,neutral
28934,"De NVWA, omdat we staan voor de veiligheid van voedsel en consumentenproducten, dierenwelzijn en natuur. Iets melden? https://t.co/tZWXL11Wvy of 0900-0388.",utrecht,"hoi simone, misschien is dit nog interessant om te lezen,",1381554545881399308,2021-04-12 10:27:26,1,Utrecht,2021-04-12,"hi simone, maybe this is still interesting to read,",0.0,0.748,0.252,0.4019,positive
28946,*Verpleegkundige & patiënt*,"amsterdam, nederland",hoe kom jij aan 700 inclusief non covid? alsjeblieft.,1381554339446145025,2021-04-12 10:26:37,0,Amsterdam,2021-04-12,how do you get 700 including non covid? please.,0.0,0.777,0.223,0.3182,positive
28966,"Ondernemer, maatschappelijk betrokken, niet blij met de ontwikkelingen in Nederland (onderwijs, klimaatgekte, groeiende ongelijkheid, woningnood, #EU etc.)",amsterdam,"wat gaat er mis mensen? #vaccinatie rotterdamse huisarts in ad is zeer duidelijk: meeste overlijdens #corona betreft mensen van allochtone afkomst. en ik bedoel dit geenszins racistisch oid. maar wat is toch de oorzaak? vitamine d? slechte communicatie, geen handhaving? iemand?",1381553697604444161,2021-04-12 10:24:04,9,Amsterdam,2021-04-12,"what goes wrong people? #vaccination rotterdam GP in ad is very clear: most deaths #corona concern people of immigrant descent. and I don't mean this by any means racist or something. but what is the cause? vitamin D? bad communication, no enforcement? anyone?",0.243,0.669,0.088,-0.8524,negative
28971,"PowNed heeft 58.027 leden! Hoe meer leden, hoe groter onze stem in Hilversum. Word ook lid! https://t.co/A7PslAjnlf",amsterdam,"volgens herman brusselmans moeten we er met z’n allen rekening mee houden dat corona voor eeuwig is, en degenen die daar hun middelvinger naar uitsteken, zijn ook een klein beetje voor eeuwig. een héél klein beetje. lees nu zijn column!",1381553585578778629,2021-04-12 10:23:37,2,Amsterdam,2021-04-12,"according to herman brusselmans, we should all take into account that corona is eternal, and those who stick their middle fingers to it are also a little bit forever. a little bit. read his column now!",0.0,1.0,0.0,0.0,neutral
28987,"I'm kind of a big deal on a fairly irrelevant 
social media site that falsely inflates my ego.",rotterdam e.o.,"nope, 1.100 bezette bedden is binnen de normale capaciteit. dat heeft kuipers zelf uitgelegd in een interview met het parool in mei 2020. in april 2020 lagen er 1.400 corona patiënten op de ic's. dat is druk.",1381553100276826118,2021-04-12 10:21:41,0,Rotterdam,2021-04-12,"nope, 1,100 occupied beds is within normal capacity. Kuipers themselves explained this in an interview with the parool in May 2020. In April 2020 there were 1,400 corona patients on the ICs. that's busy.",0.0,1.0,0.0,0.0,neutral
29002,NEMO Kennislink doet verslag van die grootse zoektocht die wetenschap heet.,"nemo science museum, amsterdam",vanwege de lockdown groeiden webwinkels en er werden in 2020 meer pakketjes bezorgd dan ooit. zelfstandige ondernemers merkten juist dat het een heel moeilijk jaar was. moeten de grote bedrijven meebetalen om de lokale ondernemer er weer bovenop te helpen?,1381552807258492930,2021-04-12 10:20:31,0,Amsterdam,2021-04-12,"due to the lockdown, online stores grew and more parcels were delivered in 2020 than ever before. independent entrepreneurs noticed that it was a very difficult year. do the large companies have to contribute to help the local entrepreneur recover?",0.066,0.871,0.064,-0.024,neutral
29020,"Ministerie van Volksgezondheid, Welzijn & Sport. Webcare: 09-17 | Vragen over het coronavirus? Bezoek https://t.co/yBwEMJfBPn of bel 0800-1351 | #MinVWS",den haag,"beste sara, via deze website kunt u meer informatie hierover vinden: deze week wordt meer bekend gemaakt via rivm. ^rw",1381552264733659137,2021-04-12 10:18:22,0,Den Haag,2021-04-12,"Dear sara, through this website you can find more information about this: this week more will be announced via rivm. ^ rw",0.0,0.885,0.115,0.3818,positive
29032,ook op Gab,"amsterdam, nederland",indoctrinatie. exact als met t mondkapjes verhaal. die dragen we ook alleen maar om ons eraan te herinneren dat er wèl corona heerst. niét voor het gezondheidseffect. zéker niet om de manier waarop mensen ermee omgaan in gebruik😅,1381551885556006914,2021-04-12 10:16:52,0,Amsterdam,2021-04-12,indoctrination. exactly as with the mouth masks story. we also wear it just to remind us that there is corona. not for the health effect. certainly not because of the way people deal with it😅,0.0,0.934,0.066,0.34,positive
29038,Weet wel iets van staatsrecht en twittert daar soms over. In verleden ambtenaar op ministerie van Binnenlandse Zaken.,rotterdam,van die vragen die dan ineens kunnen rijzen. hier over de begrafenis van prins philip en de in engeland geldende corona-regels:,1381551740315701248,2021-04-12 10:16:17,1,Rotterdam,2021-04-12,of those questions that can suddenly arise. here about the funeral of prince philip and the corona rules in the england:,0.111,0.889,0.0,-0.3612,negative
29058,Amerikanist | beklimt bergen | energie & klimaat | werkt bij ENGIE | Ajacied | 'I contain multitudes' | Tweets op persoonlijke titel,"den haag, nederland","... en dan dadelijk de interviews met de mensen die terugkomen. ""heerlijk, ik had dit echt even nodig, zonnetje, er lijkt wel geen corona, de mensen zijn daar zo relaxed.""😒",1381551284927496192,2021-04-12 10:14:28,0,Den Haag,2021-04-12,"... and then immediately the interviews with the people who come back. ""Great, I really needed this for a while, sun, there doesn't seem to be a corona, the people are so relaxed there."" 😒",0.0,0.879,0.121,0.6269,positive
29059,🇳🇱🗣(Parler @SvenGroter) #klaarmetKaagRutte    NP🚫 #THEGREATRESIST. Realist. Corona_Moe & 5G_Vax_Wakker💡,utrecht,. #omt jullie kans om gezamenlijk in één keer aan alle onduidelijkheid een eind te maken mbt de #experimentele (t/m dec. 2023) 'covid' #gentech injecties. beantwoord deze vraag van 👇 oh wacht...,1381551274311622659,2021-04-12 10:14:26,21,Utrecht,2021-04-12,. #have your chance to jointly put an end to all uncertainty with regard to the #experimental (until December 2023) 'covid' #gentech injections. answer this question from 👇 oh wait ...,0.076,0.86,0.064,-0.1027,negative
29096,"Zittend op een plek waar je wel eens wat hoort.
In iedere tweet zit wel een tikfout.","den haag, hofweg.","lees je even mee? met je ""zweden is een voorbeeld"" mbt corona! #coronamaatregelen #fvd #versoepelingen",1381550196476276740,2021-04-12 10:10:09,1,Den Haag,2021-04-12,"can you read along? with your ""sweden is an example"" regarding corona! #corona measures #fvd # facilitation",0.0,1.0,0.0,0.0,neutral
29098,"From illustration, design, dance, publishing, to study of disinformation spread by our governments, news media and social media, that leads to misery and war.","amsterdam, nl","die deventer moordzaak die enkel 'door de covid-pandemie' nog wacht op een nieuwe behandeling omdat er misschien toch iets heel erg is mis gegaan, die deventer moordzaak bedoel je?",1381550134555729922,2021-04-12 10:09:54,0,Amsterdam,2021-04-12,"that deventer murder case that is only 'because of the covid pandemic' still waiting for a new treatment because maybe something went very wrong after all, that deventer murder case you mean?",0.314,0.686,0.0,-0.9299,negative
29124,edde koef kaf. mij niet bellen.,"amsterdam, nederland",die 5g masten veroorzaken covid he,1381549506433581056,2021-04-12 10:07:24,0,Amsterdam,2021-04-12,those 5g masts cause covid hey,0.0,1.0,0.0,0.0,neutral
29138,Utrecht is leuk! Via indebuurt Utrecht hoor je alle toffe nieuwtjes én lees je de mooiste verhalen uit de stad.,utrecht,alles over de coronazelftest: hoe het werkt en waar in utrecht je ’t koopt -,1381549170381762562,2021-04-12 10:06:04,0,Utrecht,2021-04-12,everything about the corona self test: how it works and where you can buy it in utrecht -,0.0,1.0,0.0,0.0,neutral
29139,"History teacher | author | union activist| vicevoorzitter @aobtweets | @eduint | #flipthesystem |  'If I am only for myself, what am I?'",utrecht,onvoorstelbaar. en impact op professionele cultuur medezeggenschap is één van de onderbelichte aspecten van corona in onderwijs. ik schrik hier wel van.,1381549147711541249,2021-04-12 10:05:59,0,Utrecht,2021-04-12,unimaginable. and impact on professional culture employee participation is one of the underexposed aspects of corona in education. I am shocked by this.,0.099,0.901,0.0,-0.3182,negative
29163,historicus | docent | blogt over familiegeschiedenis (https://t.co/FOXtMUkyhR) | https://t.co/E0fnXv7jvy…,"den haag, nederland",je mag toch verwachten dat inmiddels iedereen wel weet dat corona niet het eerste de beste virus is. of ben je van de club die met de kop in het zand volhoudt dat het niks voorstelt (ook al liggen de ziekenhuizen vol en worden operaties uitgesteld om die reden)?,1381548710283329539,2021-04-12 10:04:15,0,Den Haag,2021-04-12,you can expect that by now everyone knows that corona is not the first virus. or are you from the club that insists that it is nothing (even if the hospitals are full and operations are postponed for that reason)?,0.044,0.956,0.0,-0.2023,negative
29165,"Emeritus hoogleraar demografie; trends; bevolking, immigratie, vergrijzing, wonen; https://t.co/NiljZ53y1A LEZING of INTERVIEW via https://t.co/7OtIBjXYHy","den haag,","opgewonden berichten over #babyboom door #lockdown blijken steeds meer onzin te zijn. er komt een #babybust aan babyboom door corona? in heel europa is het aantal geboortes juist gedaald, met spanje voorop via",1381548641605844993,2021-04-12 10:03:58,8,Den Haag,2021-04-12,"Excited posts about #babyboom by #lockdown are turning out to be more and more rubbish. there will be a #babybust baby boom due to corona? across europe, the number of births has actually fallen, with spain leading the way",0.061,0.85,0.09,0.0516,positive
29180,Volg de gemeenteraad #raad030 van Utrecht! Account wordt beheerd door de griffie van de raad,utrecht,15 april gaat #raad030 in debat over cultuur. op de agenda de plannen voor een ‘cultuurcluster’ aan het berlijnplein en de corona-noodsteun voor de utrechtse culturele wereld. volg het vanaf 10.00u live via facebook of de website hier lees je er meer over,1381548408809345027,2021-04-12 10:03:03,1,Utrecht,2021-04-12,"April 15, #raad030 will enter into a debate about culture. on the agenda the plans for a ""culture cluster"" on the berlin square and the corona emergency support for the utrecht cultural world. follow it live from 10.00 am via facebook or the website here you can read more about it",0.05,0.899,0.052,0.0258,neutral
29183,"""If people can't control their emotions, then they have to start trying to control other people's behaviour""- John Cleese

Deugt niet en wapt niet.",amsterdam,besmettingen buiten komen nagenoeg niet voor. ik geloof dat steeds meer mensen in plaats van covid bananen in de oren en vloeibare poep in de hersenpan hebben.,1381548392707461127,2021-04-12 10:02:59,0,Amsterdam,2021-04-12,outdoor infections are virtually non-existent. I believe that more and more people instead of covid have bananas in their ears and liquid poo in their brains.,0.0,1.0,0.0,0.0,neutral
29199,"data analist, bezorgd over de EU ontwikkeling.
Op Parler: @TheoXls",utrecht,niet corona heeft het land stilgezet. maar de corona-maatregelen.,1381547858256670722,2021-04-12 10:00:51,4,Utrecht,2021-04-12,not corona has stopped the land. but the corona measures.,0.0,0.871,0.129,0.0857,positive
29202,"Medical Doctor, Master of Science, Cosmetic Surgeon, Auteur: ‘Dood op Recept’, ‘Klimaathysterie en andere valse voorlichtingen’.",den haag,"stop al die tovenaars leerlingen! ze weten niet wat ze doen! er is nog geen nieuw vaccin op de markt of de ellende begint al. vrijwel onmiddellijk! met die ene vreselijke corona griepverwekker, weten ze geen raad! dan ons immuun systeem!",1381547795816058881,2021-04-12 10:00:37,10,Den Haag,2021-04-12,stop all those wizard apprentices! they don't know what they are doing! there is no new vaccine on the market yet or the trouble starts almost immediately! They don't know what to do with that one terrible corona flu agent! than our immune system!,0.258,0.702,0.041,-0.8949,negative
29211,Ikazia is een middelgroot ziekenhuis in Rotterdam. Vrijwel alle specialismen zijn bij ons vertegenwoordigd. Persoonlijke aandacht staat centraal.,"rotterdam, nederland",door corona organiseren we onze borstvoedingsbijeenkomsten nu online via zoom. meld je nu aan voor 1 v/d bijeenkomsten van onze lactatiekundige ontvang je een link waarmee je aan de bijeenkomst kunt meedoen #ikazia #rotterdam #borstvoeding #betervoorelkaar,1381547664546889729,2021-04-12 10:00:05,0,Rotterdam,2021-04-12,due to corona we are now organizing our breastfeeding meetings online via zoom. register now for 1 of the meetings of our lactation consultant you will receive a link with which you can participate in the meeting #ikazia #rotterdam # breastfeeding #betervoorelkaar,0.0,1.0,0.0,0.0,neutral
29221,"Feminist. Escort, via 33 jarige eigen service, na 2000 vergund. Activist tbv emancipatie van #prostitutie sinds de 80's Recent o.m via SWexpertise.Lid ICRSE",den haag,"steeds de repetitie van hetzelfde ongehoorde. onbeschoftheid ten top. onverantwoord ook, als het gaat over bestrijding van misstanden én degelijke corona-aanpak.",1381547259087761418,2021-04-12 09:58:29,0,Den Haag,2021-04-12,always the rehearsal of the same unheard of. rudeness at its best. irresponsible when it comes to combating abuses and a solid corona approach.,0.274,0.549,0.177,-0.4939,negative
29228,Zelfverklaard taaldanser. Tekstschrijver voor de zorg. Schreef voor @DeSpeld. Vader van Merijn.,utrecht,"alles wordt bepaald door modellen, al ver voor corona. koopkracht, woningmarkt. blind varen op modellen die niet kloppen, met rampspoed als gevolg.",1381547017491648517,2021-04-12 09:57:31,0,Utrecht,2021-04-12,"everything is determined by models, long before corona. purchasing power, housing market. sailing blindly on models that are incorrect, with disaster as a result.",0.149,0.764,0.087,-0.4019,negative
29229,Marketing Campaign Manager @ KPMG NL,"amsterdam, the netherlands","toch geen nieuw normaal, maar weer terug naar vóór #covid-19? slechts 30% van de ondervraagde ceo's overweegt na de #coronacrisis een ‘hybride’ model van werken. #nieuwnormaal #thuiswerken #kantoor",1381546977670832130,2021-04-12 09:57:22,0,Amsterdam,2021-04-12,"not a new normal, but back to before # covid-19? only 30% of CEOs surveyed are considering a ""hybrid"" working model after the #corona crisis. #newnormal #working at home #office",0.179,0.821,0.0,-0.7684,negative
29236,Amsterdam Nieuws News uit de beste nieuwsbronnen.,amsterdam,"iedereen die gevaccineerd is zal 100 procent positief op corona testen, omdat er in de vaccins spyke en delen van sars en hiv zit.",1381546852504510464,2021-04-12 09:56:52,2,Amsterdam,2021-04-12,anyone vaccinated will test 100 percent positive for corona because the vaccines contain spyke and parts of sars and HIV.,0.0,0.841,0.159,0.5574,positive
